rec_id,given_name,surname,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
rec-1986-dup-3,thorpe,sayra,wongasquare,monkman street,canley heights,5025,vic,19580420,6699959
rec-1844-org,adele,walls,abercrombie circuit,congreave court,beverly hills,3219,qld,19041026,4207496
rec-1515-dup-0,ryan,indiana,brimage place,dudley specialistt medical centre,kangaroo flat,3193,nsw,19770224,8553719
rec-869-org,sean,matthews,,marandyvale,bunbury,5051,sa,19520805,2832579
rec-110-org,sara,stanley,quinlivan crescent,pacific ranch,joondanna,2119,sa,19220615,1551636
rec-1356-org,katelyn,thurlow,mccawley street,bell place (cnr bell r road,seddon west,2452,vic,,7598676
rec-754-org,jackson,cherini,dennis street,belmont bayview park,marburg,4507,qld,19680225,5300756
rec-1982-org,ruby,goryan,keartland street,nedlyn,scarborough,3023,wa,19351205,7204516
rec-552-dup-2,haryley,mccarthy,pridhamp street,miltoh,marsden,3165,nsw,19080419,6089216
rec-1176-dup-0,freya,warnock,,locn 3s39,st clair,6185,nsw,19120525,7654842
rec-539-dup-0,emiily,skeen,belconnen way,locatln 6656,templars,2133,sa,19390814,4133934
rec-848-dup-1,berryman,phoebe,badimaraqstreet,garden est,toronto,3146,qld,19241130,3676248
rec-738-dup-0,rachyel,byers,hilder street,berowra,palmefrston,4740,nsw,19550530,6410415
rec-1417-dup-0,kobe,geore,tenison-woos circuit,cliff huose 2,frankstwon,3028,qld,19960914,8823656
rec-567-dup-3,isabella,shandley,fincham crrscent,wilga,thebarton,2642,nsw,19520602,2401777
rec-1841-org,courtney,bellchambers,brigalow street,glendas,arundel,3041,vic,19001227,1025076
rec-1493-dup-0,matthew,greeb,larpent street,brentwopd vlge,dianella,2101,vic,19410114,8051408
rec-1044-dup-1,nicole,carbone,schlich nstreet,simpson army barracks,toowoomba,3000,wa,19030926,8190756
rec-1625-dup-1,blakde,green,bate place,janglen,poochera,2134,vic,19160406,4587041
rec-1787-org,jared,gajda,letters street,,coombabah,2792,nsw,19560718,2380185
rec-668-dup-2,imogen,braithwaite,rosman circuit,langlw igh,nhill,7273,qld,19080131,9913172
rec-836-dup-0,sachin,garcia,tanderra crescent,villa 2,geraldton,2705,sa,19320919,2886997
rec-972-dup-0,joshua,torzillo,maclaurin crescent,glubbaan,hawtcorn,2148,nws,,1090709
rec-911-dup-0,travis,stulbs,scardon treet,st john of go hospital,calen,2156,nsw,19010228,5893718
rec-28-dup-3,leonl,haar,inwood lace,brindabella speci alist centre,newcastle,4019,vic,19930327,5674799
rec-655-org,rebecca,trenerry,ashburner street,little glencoe,roxburgh park,2000,wa,19050103,2980023
rec-707-dup-3,amelis,sturck,winser c rescent,pangani,coffs harbour,2255,vic,19640311,7848066
rec-1874-org,jacob,satterley,mclachlan crescent,pyramid cara park,long beach,2042,vic,19570212,3993788
rec-546-dup-1,george,artis,corona place,tullanubrra,springfield,4109,vic,19810320,5959224
rec-1164-dup-2,bayley,campbell,rushbrook circuit,wilga,port leliot,2487,nsw,19790307,8338862
rec-405-org,nicholas,polmear,wynn street,bowen palms caravan park,coffs harbour,5017,nsw,19070819,3163069
rec-670-dup-2,emma,louca,morton street,pinecroft,berwick,3377,vic,19590308,4142406
rec-1750-dup-2,,bouras,inwood place,gorge creek orchards,hoppers crossing,2203,nsw,19971016,9221934
rec-902-org,matthew,clarke,illawarra court,carisbrook,south perth,4670,vic,19340701,9975239
rec-202-org,elizabeth,stephenson,hallen close,warra,kununurra,4127,nsw,19121119,4481240
rec-1931-dup-1,aimee,trzcinski,jacobs street,,frankston,2198,nsw,19280418,8941279
rec-400-org,michaela,deese,leason close,craigie lea garden,charlestown,2537,nsw,19360507,6307936
rec-636-dup-1,charlie,goode,tauss place,grandview,mitcham,2557,vic,19761213,6548135
rec-256-dup-1,fraser,tadege,mcinness treet,roweth orpe,scarborough,2870,nsw,19001013,3817644
rec-1618-org,ashleigh,whiteway,cotton street,tubbarubba,park orchards,3123,vic,19610704,5163016
rec-1002-dup-0,xavier,matosn,,rank in park,kellyville,3039,vic,19620202,6169819
rec-417-org,anna,eisner,creswell street,giants creek vinyard,seven hills,6155,qld,19661231,9314098
rec-152-dup-2,ambre,blackwell,thomson street,,salibsury,3188,nsw,19160211,5701396
rec-367-dup-1,ashley,carboqne,louis loder street,john flynn medical centre,blacktown,2423,vic,19260703,4111996
rec-1737-dup-2,george,blavd,mcdonald street,burncide,mount wliza,6567,sa,19730806,3873535
rec-1307-org,abbey,campbell,adair street,arcadia,wantirna,6051,sa,19211108,1327917
rec-1694-dup-1,michael,wucyatsch,meehan garden,medical ecntre,dianella,4700,wa,19190110,1613604
rec-1857-dup-3,michaela,,markell place,nunnook,frenchs ofrest,6782,qld,19250608,1947368
rec-1711-org,magnus,boyle,bindiri place,naringal orchard,raceview,2036,qld,19540417,1684612
rec-669-dup-1,hamish,ryan,bonney street,,adamstown,2224,nsw,19161128,8439607
rec-392-org,emiily,beams,kingscote crescent,cromdale,warrane,6163,nsw,19481014,5500494
rec-1773-org,benjamin,etherington,westbury circuit,mallaby,apple tree creek,5045,nsw,19950411,1615398
rec-69-dup-0,sarah,mccarhty,bunurung close,villa 1/4,hope valley,2124,nsw,19420905,8365314
rec-99-org,kirra,riddell,rene street,medical centre,burpengary,2774,qld,19140824,2031372
rec-190-dup-0,zachary,clarie,,st john of god hospital,camiar,2120,qld,19300102,3102291
rec-1947-org,lily,les,learmonth drive,glenview,patterson lakes,2031,tas,19181114,2396732
rec-859-org,alexandra,howie,clancy street,terranora,goodwood,3033,act,19551111,4104594
rec-524-dup-3,xavier,david,mcluckie crescent,glenbare,murdoch,3143,sa,19320323,8644609
rec-262-dup-0,chalres,trevorvrow,duggan street,inishmore,whitebridge,5473,vic,19721022,5211167
rec-525-dup-0,natalia,marceta,halford cescent,kamilaroi dottage,,6072,wa,19820807,8788410
rec-1804-dup-1,brownfe,jack,hartleystreet,macdonald downs stathoon old homestead,surry hills,3055,qld,19530825,8223201
rec-1478-org,nicolas,fogg,wilshire street,safari lodge,lemongrove,2011,wa,19901127,3325932
rec-1343-dup-0,ametlia,gilberston,boswellcrescent,,morwell,4074,nsw,19111011,9304242
rec-1507-org,harley,switalski,duhig place,rose hall,thornlie,3064,nsw,19270929,8619979
rec-668-dup-1,imogen,braithwatie,rosman circuit,,nhill,7173,qld,19080131,9913172
rec-1467-org,jacob,hassall,carlile street,torbanlea,yabba north,3623,nsw,19790619,6010042
rec-1523-dup-1,faiht,rya,alston street,myliton,lake cathie,4461,wa,19620419,2349088
rec-1305-dup-0,james,campbell,jaeger circuit,hamden place,beechb oro,3943,qld,19991103,2846606
rec-592-org,georgia,cookson,turner place,kapeka,salisbury east,3840,qld,19530305,2134191
rec-666-dup-3,nguyen,sophie,,,mount colah,2505,nsw,19701117,2122377
rec-1192-org,adam,coulson,bertel crescent,gwandalan,wanneroo,2298,sa,19580414,8721381
rec-1734-org,dillon,dixon,jane price crescent,lakes retirement estate,broadbeach waters,2480,qld,19901128,4907452
rec-1601-org,mikaela,parr,ijong street,,brookdale,3043,nsw,19111221,6060304
rec-1064-org,harry,lowry,captain cook crescent,nunkeri (cnr linburn r road,deniliquin,4552,nsw,19891220,9931239
rec-1267-org,stephanie,rollins,bullumbir street,oakdale,worongary,2355,nsw,19000908,1229055
rec-1442-dup-1,ruby,jeffries,forbes sotreet,underwood,st albans,4155,nsw,19490705,2061933
rec-902-dup-0,bellchambers,matthew,illawarra court,carisbrook,southqperth,4670,vic,19340701,9975239
rec-1903-org,declen,,drosera place,quandialla,yarra junction,800,vic,19760613,2291123
rec-1175-org,tabitha,mcgirr,longerenong street,berkeley vlge,barmera,4218,act,19221120,6798307
rec-592-dup-0,georgia,cookson,turne rplace,kapeka,salisbur y east,3840,qld,19530305,2131491
rec-948-dup-0,jessica,baillie,tarcolla retirement village,custance street,tweedgheads,4184,nsw,19281031,4053650
rec-1897-dup-2,ryman,samel,,allunga,brightwaters,3053,qld,19670118,5648286
rec-1284-org,d'arcy,tchung,sinclair street,the boulevarde,rosslea,3950,vic,19340806,7171127
rec-1769-org,sarah,white,sadlier street,berkeley village,,2263,vic,19310728,9902353
rec-1774-org,ryan,noble,ellerston avenue,railway cottage,mount eliza,4850,qld,19890124,2038708
rec-1314-dup-3,lachlan,hyland,colebatchplace,penqui te road,new lambton heights,4305,qld,19340129,6484656
rec-1793-dup-0,daniel,baynes,alsop ldose,snug beach cvn park,longreach,2415,vic,19760501,3975116
rec-1321-dup-0,edward,locyk,,northbourne,auvurn,4030,nsw,19071214,1552547
rec-1675-org,lachlan,,liverpool street,,moorooka,3756,qld,19120804,6023659
rec-1708-org,reece,miels,woronora street,wandearah,leslie vale,3101,nsw,19410117,4643316
rec-1022-dup-4,jackson,eglinton,fowles street,mountv iew,burleigh heads,2830,sa,19830807,2932837
rec-1656-org,molly,dudley,yolla place,hamilton,cleveland,4006,wa,19710811,4887816
rec-1240-org,talissa,matoga,currong street,glen quoin,mirrabooka,6401,vic,19831230,5562808
rec-1420-dup-1,ned,george,colborne place,rosdeale,marygorough,2226,wa,19290715,5389901
rec-1117-dup-2,samuel,webb,tourist c aravn park,balala dplace,osborne park,5032,vic,19401203,9777818
rec-1127-dup-1,,morrion,parnell place,,davistown,2580,nsw,19620915,6017868
rec-1293-org,jack,,eaglemont retreat,hopetoun quays,scarborough,5045,qld,19390818,2970882
rec-303-dup-0,jake,madigan,,panagni,port pirie,2360,nsw,19110414,5751461
rec-1130-org,noah,sounness,leist street,moondani,seaforth,832,qld,19900129,6693616
rec-1830-dup-1,amelia,kochiwama,antares rcescent,telope a park,benwpa,7017,nsw,19000626,2398260
rec-1503-dup-1,tina,stubbs,barwell place,,cromer heights,3869,nsw,19030715,1274999
rec-1851-dup-4,madeleine,bibb,henty srteet,walea,nambour,4500,tas,19970902,9875423
rec-686-dup-0,toby,garran,mcguiness place,the tips,miami,3125,qld,19520817,8221456
rec-869-dup-1,sean,mattyews,,marandyvale,bunbury,5051,sa,19520805,2832579
rec-1597-org,louise,breheny,hawker street,,woodcroft,2165,sa,19460104,3854020
rec-21-org,zachary,,teakle place,the bowery,yarram,2299,sa,19100817,4968103
rec-814-org,dayna,rocca,goodwin street,,sunshine beach,4070,qld,19290208,7904154
rec-420-org,carla,chraplewski,myall street,kyree,leichhardt,6726,vic,19311129,3589898
rec-422-org,ryan,milburn,rogers street,locn 1383,rostrevor,2065,wa,19760702,3069200
rec-1135-org,samantha,moskwa,phillip avenue,riverpark,bacchus marsh,2282,sa,19560206,8546803
rec-1010-org,vincent,tkachuk,dooland court,hobbit hole,tomakin,4350,tas,19750227,9224161
rec-838-dup-3,tynan,blacokw,annear place,niok,reholq,4034,nsw,19690520,8046280
rec-725-dup-0,pulfrd,cassandra,summerville crescent,,black rock,2315,vic,,6151307
rec-327-dup-1,james,farnham,wanganeenavenue,marjidin,port broughton,2107,sa,19011012,3915581
rec-1884-org,taliah,crouch,dumas street,mermaid plaza dental centre (cnr gold co,dorrigo,7250,nsw,19700716,4462202
rec-1967-dup-0,ashlee,amson,kenned y srreet,brentwood vlge,bundamba,4067,tas,19071124,3004030
rec-884-org,kiana,furness,wittenoom crescent,,macquarie fields,2446,vic,19220320,5957142
rec-612-dup-1,callum,whiye,morningsite,bock place,redbank plains,2137,vic,19470908,8508455
rec-1723-dup-2,joshua,linnell,lambrigg street,craigie lea garden,balwyn north,3185,qld,19260812,7096343
rec-1104-org,bailee,shepherd,rose scott circuit,gillin park,coonawarra,4650,vic,19241019,6633998
rec-803-dup-2,jacob,white,hacke place,belgrade park,bayview heights,2229,vic,19590228,8872631
rec-1353-org,jessica,mac kinder,wright place,,lavender bay,4727,vic,19561122,1762120
rec-1397-org,meagan,watkins-lyall,clancy street,,broken hill,4169,sa,19860817,5297907
rec-74-dup-1,jordan,goled,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117,6842639
rec-1143-dup-3,harriosn,white,kitchener street,greehnills,minchinbury,4109,wa,19260828,1069868
rec-1668-dup-2,emmerson,lock,burnie sreet,,thursday island,3147,vic,19211129,3901477
rec-1211-org,emma,munyarryun,warner place,lot nq,dromana,5052,nsw,19580605,9443774
rec-1448-org,ethan,bartel,meyrick place,bingletree,tarragindi,3691,nsw,19901001,4525246
rec-1637-dup-2,zierhlz,louis,manifold place,beltrasna angus stud,barrack ehights,5250,vci,19661015,7022760
rec-249-org,joshua,villiers,goyder street,loughmore,adelaide,2484,vic,19730628,9653869
rec-1143-dup-0,benjamin,white,kitchener street,greenhlls,minchihbury,4109,wa,19260828,1069868
rec-44-dup-1,clarke,wi,severne crescent,hazelwood garden,coodanup,5070,sa,19400516,4621214
rec-1475-org,william,panagaris,dryandra street,emmavale,teesdale,5554,vic,19240824,3853135
rec-1983-org,talia,oliveri,ankaa place,westleigh,mosman,3311,qld,19020831,8405432
rec-1759-org,jayme,paine,leita court,ripplevale,naremburn,3082,act,19000226,4364676
rec-1173-dup-1,david,huddy,mina wylie crescent,,torquay,3211,qld,19840327,3069553
rec-1080-org,lachlan,butt,follett street,eldwick,corowa,4065,nsw,19220712,1863874
rec-590-org,toby,geraghty,la perouse street,,west lakes,2141,nsw,19450115,3871725
rec-337-org,kelsy,charman,hobbs street,cornucopia,tomakin,4820,vic,19940729,1026581
rec-726-org,izaac,pascoe,mugga way,camden,ryde,2602,nsw,19920603,7195214
rec-1005-org,jamie,kranz,,rmbh 884,port macquarie,5085,vic,19921217,4602627
rec-1115-org,jakob,clarke,leven street,lamington national,primbee,5062,vic,19610203,3239832
rec-330-dup-1,nathan,monaco,hollid place,villa 2,summer hill,4207,nsw,19251021,1784132
rec-1877-org,jack,ban,throssell street,killarney,pymble,2570,qld,19530428,6593255
rec-1445-dup-3,lachlan,hersey,southern c ross drive,tezales,frankston,2056,sa,19620521,8117786
rec-897-org,noah,weavell,bromell circuit,eveston park,new town,3934,tas,19980505,7187048
rec-8-dup-1,blake,bristow,archibald street,the willows,cleveland,1248,nsw,19540515,9773077
rec-1992-dup-0,laura,ryna,trumble street,craigie-lea,orange,2289,,,4198979
rec-1699-dup-0,benjamih,foottit,macrobertson street,bowan brae,nunawading,4814,vic,19350513,9447822
rec-808-dup-1,adriana,pinto,dryandra street,quandialla,brunswicu west,5417,qld,19450702,1729257
rec-1216-dup-1,alexanrda,rohleder,kurrama close,albion grove,kilmore,4218,sa,19260609,4210279
rec-1556-org,fergus,eveston,gurr street,glenmore,mount eliza,3037,sa,19231011,2687740
rec-563-org,mitchell,mccombes,maranoa street,warrigunya,mount gravatt,4113,nsw,19650101,3844704
rec-461-dup-3,lochlan,prinlge,albermarle place,ponderosa,woori yallock,5355,qld,19780720,7679335
rec-1584-dup-3,patick,dargaville,cerutty crescent,,s tlucia,3364,nsw,19770925,5982994
rec-710-dup-2,yasmin,white,hallen close,kings apmts,charlestown,2756,nsw,19260409,3971103
rec-1087-dup-2,hage,harriet,togo place,,,2300,nsw,19950203,1149839
rec-746-dup-0,woolger,isaac,ashburton circuit,kookaburra village,buniyp,5022,vic,19090613,6001508
rec-641-org,anthony,coulson,clarkson street,cadogan,tin can bay,3094,vic,19380218,4284362
rec-134-org,charlotte,reid,moorhouse street,ainslie house,karratha,2023,nsw,19910501,1804936
rec-343-org,silas,butter,burkitt street,tubrubucca,canley vale,2031,nsw,19431110,7275629
rec-755-dup-1,edgecombe,reuben,ashburton circuit,northavenue,old guildford,4213,vic,19920512,8642119
rec-399-org,caleb,kennaway,challinor crescent,currandina,minmi,7310,nsw,19690622,9192540
rec-622-org,georgia,gamaly,barrington crescent,rmbh 884,deniliquin,5710,qld,19450326,9289465
rec-220-org,lynae,morrison,praed place,sunnyspot farm,figtree,5125,nsw,19900803,8349507
rec-23-dup-2,,,disney vourt,ramano estate locn 1,labrador,2281,vic,19450301,2092869
rec-113-org,callum,dabinet,darebin place,brinjarry,nyah west,4567,sa,19690221,4951921
rec-1071-org,michael,tylkowski,ashburton circuit,the market place,st peters,2570,nsw,19290421,9384379
rec-71-dup-3,lauren,paine,mcveyplace,yambira,helidon,2463,qld,19440502,4517134
rec-1318-dup-1,ethan,pettingill,carruthers street,glenefer a rden,gosford esst,2031,nsw,19890131,4142808
rec-1923-dup-0,oscar,rees,cannan crescent,brentwo od vlge,cooma,5512,wa,19700718,2420340
rec-212-dup-0,kaitlin,fitzpatrick,tenison-woodscircuit,navi llus,corrimal east,2909,vic,19790109,4932458
rec-962-org,ella,carraill,costello circuit,old post office,darlington,2830,nsw,19110316,2401432
rec-1056-dup-3,tristan,hunting,jerrabombefra avenue,,toronto,4847,qld,19430818,3644846
rec-1798-org,liam,sedgley,tinderry circuit,brentwood vlge,glen innes,6010,nsw,19270304,4782601
rec-1843-org,robbie,nelsen,ipima street,,sunshine,2355,vic,19360330,9706001
rec-1241-org,trey,ballantyne,wynter place,belmore river,labertouche,4124,vic,19960209,3163579
rec-576-dup-0,jessica,smallacombe,eve place,ellersxlee,nunawading,5540,vic,19060713,6942191
rec-1503-dup-0,tiana,stbubd,barwellplace,lochlee,cromer heights,3869,nsw,19030715,1274999
rec-458-dup-0,timotht,broadby,mareng place,lewin lodge,,2770,qld,19670530,3863457
rec-554-dup-2,dixon,dominic,candlebark close,elmwo od,orange,4178,act,19420409,4798978
rec-519-dup-0,sebastian,waller,chinner crescent,,dapto,3016,wa,19290524,2315376
rec-1038-org,danny,campbell,totterdell street,moama,shellharbour,2209,vic,19951105,9554924
rec-1261-org,james,van wijk,macqueen place,noelurma,picnic bay,3147,vic,19091004,4476788
rec-341-dup-1,danbel,kluske,hawkesbury crescent,trito n units,oakhurst,3175,nsw,19820727,7413438
rec-1618-dup-4,whiteway,ashleigh,cottonx treet,tubbargbba,park orchards,3123,vic,19610704,5163016
rec-212-dup-1,patrick,fitzpatrick,tenison-woods circuit,navillus,corrimal east,2099,vic,19790109,4932458
rec-941-org,coby,berry,heagney crescent,,cremorne,3078,vic,19260518,1390881
rec-1004-dup-1,tayla,greecn,kambalda crescent,ambevrale,bonville,2905,vic,19310175,2230673
rec-628-dup-1,de la cruz,cambell,wirrawayc rescent,boxgrove,balaklava,2111,nsw,19870911,7676296
rec-105-dup-2,,white,eppalock street,brentwood vlge,taigum,2644,nws,19351102,1021508
rec-517-org,erin,humphreys,endeavour street,lake macquarie vlge,umina beach,4873,nsw,19670519,5094045
rec-1976-org,isabella,bradshaw,shenton crescent,heritage est,barwon heads,2261,vic,19610622,6315479
rec-593-dup-3,olivia,blackwell,barton highway,rowetohrpe,artarmon,2292,qld,19641223,9582858
rec-1316-org,william,bracci,hann street,upper flat,camp hill,2154,nsw,19470617,7315857
rec-1404-dup-0,mikayla,clarke,richardsoncircuit,windy gully,campbell town,3814,vic,19970326,3619696
rec-1200-dup-3,william,lazaroff,leah y close,millwood,forbes,7256,qld,19780204,8072193
rec-65-org,toby,bovill,tyson street,colbes,findon,2640,nsw,19530821,4624277
rec-312-dup-1,blake,moody,studley street,rosev ale,riverwood,4869,qld,,4137787
rec-976-dup-4,keelni,de wouytch,,kyeema,beaumaris,4506,wa,19100920,6785987
rec-105-dup-3,joel,ejlak,,brentwood vlge,taigum,2644,nsw,19351102,1021508
rec-1624-org,kirra,truslove,epacris place,sunnyview,kirribilli,4500,wa,19070603,7140227
rec-1850-dup-4,aidan,blackwell,eddy crescent,crosshills,whiteqpatch,2121,vic,19980911,5406026
rec-1207-dup-0,joshua,,bardolph street,garden est,killaar,2500,wa,19880210,2571059
rec-747-org,lucas,campbell,dyett circuit,kooyong,wangaratta,2594,vic,19520124,3068374
rec-540-dup-1,jaime,musolimo,elliottstreet,kildafra,bedfodrale,2081,qld,19631110,8789539
rec-1831-org,connor,crossingham,goossens place,allanvale,rostrevor,4109,vic,19101121,7142384
rec-143-dup-2,wiol,seng,jim pike avenue,wariaei,yenagrie,5504,qld,19510103,1604410
rec-532-dup-4,,rundle,beaumont close,tyrone hills,st ivzes,4020,vic,19640105,8384590
rec-1127-dup-2,,morrison,parnell place,,chishozm,2508,nsw,19620915,3101161
rec-1062-dup-0,madison,,sanf ord place,white lodge,ringwood,5047,sa,19220609,7161189
rec-51-org,jock,thorpe,cowdery place,the park,tighes hill,2452,vic,19050712,5798784
rec-1535-org,matthew,curry,eyre street,cameroo,blackmans bay,2533,wa,19570510,6255654
rec-1019-org,jackson,bowerman,maltby circuit,loravilla,bunbury,2260,wa,19940912,9147007
rec-822-dup-0,vincent,ruby,buny close,lumeah co ttage,elizabeth vale,3830,sa,19871128,3231273
rec-187-dup-3,emiily,noisier,ivo whitton circuit,kacadoo,blackburn north,3746,nsw,19470901,2457694
rec-239-org,stephanie,westbrook,badimara street,,mount pleasant,2010,act,19520107,7788330
rec-57-dup-3,everett,xepheren,packer street,yonda iones,mill park,4375,sa,19750202,6641961
rec-400-dup-0,michaeka,deese,leaso nclose,craigie mea garden,charlestown,2537,nsw,19360507,6307936
rec-476-dup-0,spencer,green,yarra street,katalina forrest,taret,3829,act,19420313,8155837
rec-1973-org,thomas,weidenhofer,woronora street,war veterans hme,clayfield,4068,qld,19241110,7010655
rec-381-dup-1,cooper,dandie,coates ylace,,pakenhsm,6210,vic,19490201,7002450
rec-515-org,tynan,abera,haines street,st john of god hospital,ballarat,2303,nsw,19370412,5824612
rec-47-dup-3,teaha,binns,castley circuit,warrambucac garden,rokeby,3816,nsw,19900612,1129369
rec-1133-dup-1,erin,kyriacou,holmes crescent,ferncliff,horsly,2138,vic,19900510,5417288
rec-356-dup-0,samantcha,doblinger,bangalay crescent,the hammond village,deer park,4380,nsw,19131222,1907245
rec-1601-dup-0,mikaela,parr,ijong sstreet,,brookadle,3043,nsw,19111231,6060340
rec-511-org,ashlie,mason,sinclair street,young retirement village,flagstaff hill,3201,nsw,19540731,9955736
rec-662-org,james,warneke,namadgi circuit,carrangarra,dalby,3000,nsw,19140410,5449129
rec-316-dup-1,mitchell,creten,birrabilla,beattie crscent,moranbah,2525,nsw,19360703,2328993
rec-1417-dup-4,kobe,george,tenison-woods circuit,cliff house 2,franiston,3208,qld,19960914,8823656
rec-1151-org,thomas,miles,caley crescent,villa 2,sunshine,4703,sa,19620721,8287970
rec-35-org,chloe,arneil,pullen street,blue hills,belmont,4883,nsw,19951224,4389592
rec-1348-dup-0,magnus,mazzone,ingham place,,,2285,nt,19650426,684075
rec-944-dup-3,cooper,coxno,downard street,homewod,laanecoorie,3182,sa,19070923,5430172
rec-69-org,sarah,mccarthy,bunurung close,villa 1/4,hope valley,2214,nsw,19420905,8365314
rec-1770-org,beau,chandler,fox place,,burwood,4810,tas,19180422,4212098
rec-1725-dup-2,mithcell,richmond,fidge stfeet,wentworbh house,blair athol,6148,nsw,19110605,6035967
rec-25-dup-2,alexandra,kiss,shellshear place,yambria,mclarne vale,2209,wa,19600804,4154968
rec-556-org,samantha,limbert,coghlan street,mari-ma farm,clareville beach,5169,vic,19731222,1231067
rec-492-org,sam,shrowder,aspinall street,crestwood,eden,4133,vic,19981214,9514150
rec-1358-org,caleb,white,couchman crescent,yarawee,rosebud,3796,nsw,19110318,3447449
rec-1801-dup-1,harryk,peachey,george street,wirreanda vlge,huonbrook,3194,sa,19760829,7814989
rec-1760-org,george,hope,kitchener street,g i brahman stud,nanneella,6530,vic,19760629,9882299
rec-1779-dup-4,cameron,cordingley,waite street,summ erh ill,colc,5238,nsw,19700430,5765191
rec-1721-dup-0,melknda,sandman,nona place,st francis village,east hills,4065,tas,19540128,9843714
rec-100-org,domenique,paterson,lubuma place,merewether public school,greensborough,3138,qld,19161017,4975843
rec-240-org,jesse,rowan-kelly,wentworth avenue,,terrey hills,3134,tas,19620917,6056474
rec-998-org,joshua,barritt,westgarth street,,noble park,4208,nsw,19400216,3882503
rec-489-org,jasmine,alderson,casuarina street,,wonthella,3610,nsw,19680723,7864178
rec-1540-dup-0,carly,benger,gellibrand street,,carnegie,4011,nsw,19710126,5651019
rec-599-dup-2,madison,stubbis,kingsmil lstreet,lambar,cantrbury,2260,wa,19340903,9667086
rec-707-dup-2,amelia,strck,winser crescent,pangani,coffs harbour,2250,,19640131,7848066
rec-954-dup-1,jack,mcgurk,marrawah street,,condelljpark,3462,nsw,19940814,7084883
rec-571-dup-0,sophe,cureton,burraminga,drevermann zstreet,toronto,3149,qld,19920126,9218356
rec-1819-org,ben,shepherd,ironbark crescent,vinder lodge,bicton,5133,qld,19960926,2698707
rec-543-dup-4,flynn,weller,allunfa,woollum street,surreyxhills,2870,qld,19700106,9438862
rec-1943-org,nemesia,clarke,derrington crescent,hd curramulka,beechboro,2262,nsw,19870509,9760949
rec-40-org,damien,salt,haystack crescent,springdale,joondalup,2029,qld,19120623,6804524
rec-1764-org,,leslie,edmondson street,baringa cottage,gorokan,3023,nsw,19460413,4197267
rec-1848-dup-1,crouch,ella,wybalenaxgrove,tieve tsra,urangan,3072,wa,19271130,3031169
rec-1449-org,lachlan,bishop,bateman street,,nowra,4575,wa,19830928,9795093
rec-515-dup-2,tynan,abera,haines street,st john of go d hospital,ballarat,2033,nsw,19370412,5821612
rec-1644-org,emiily,beams,tarrabool street,fronda,andergrove,2075,qld,19011124,6512231
rec-400-dup-3,michaela,deese,craigie lae garden,leasonclose,charlestown,2537,nsw,19360507,6307936
rec-1067-org,john,humphreys,gangele street,eastwood cottage,woy woy,4700,vic,19890520,6017011
rec-476-org,spencer,royans,yarra street,katalina forrest,taree,3820,act,19420313,8155837
rec-35-dup-1,chloe,arniel,pullen street,blue h ills,belmont,4838,nsw,,4389592
rec-7-dup-1,braiden,goldsworthy,frencham place,willat rny,tumbarumba,2161,nsw,19501119,7570745
rec-1175-dup-2,mcgirr,tabitha,longerenong street,,barmera,4218,act,19221120,6798307
rec-258-org,eliza,luchko,kallara close,,woolgoolga,4213,nsw,19410915,9271844
rec-1328-org,nicholas,george,dooland court,sh b11,marshall,3074,vic,,6266757
rec-821-org,madeleine,pengryffyn,tuross close,colooli village,,5107,nsw,19290406,4242245
rec-1242-dup-0,caleb,lund,dookie street,yarrabei,harristown,3218,nsw,19340220,4922004
rec-1881-org,wilson,pinto,boustead circuit,jewells medical centre,granville,3161,qld,19971229,8930019
rec-500-dup-1,bradley,korbut,werriwacrescent,the old panrsonage,calisga,4205,wa,,7572011
rec-922-dup-1,brooke,nguyen,,choeb,yarraville,2107,wa,19960816,9574103
rec-1422-org,sophie,dietrich,gatton street,seaforth vlge,deer park,3073,qld,19120317,3447444
rec-815-org,angus,ryan,herron crescent,sherwood,hawthorn,3106,nsw,19950626,1575088
rec-1584-org,patrick,dargaville,cerutty crescent,rosedale,st lucia,3364,nsw,19770925,5982994
rec-312-org,blake,moody,studley street,rose vale,riverwood,4869,qld,,4137787
rec-57-dup-1,xepheren,everett,packerstreet,yonda p ines,bulimba,4370,sa,19750202,6641961
rec-642-dup-4,katelyn,colegate,fiveash street,retirement village,londonderry,2195,nsw,19280828,4406021
rec-453-dup-0,david,goldswprthy,palmer street,,caulfield north,2200,vic,19650226,3383985
rec-1007-dup-1,rebekah,modystach,taussw place,pyramid cara park,iluka,2216,nsw,19341113,8796023
rec-1967-dup-3,elgza,mason,kennedy nstreet,brentwood vlge,bundaba,4067,tas,19071124,3004030
rec-831-org,chloe,clarke,gurnai place,applewoods,edensor park,2518,vic,19350226,6067356
rec-1260-org,connor,nguyen,lance hill avenue,kittani,sale,2261,nsw,19860623,1825598
rec-178-dup-0,sophoe,parcoe,blackman crescent,lamington npational,pacific paradise,3284,sa,19941127,9967942
rec-199-org,joshua,morrison,santalum street,sec 202,kyabram,5044,sa,19901109,7276151
rec-483-org,dale,ottens,bellchambers crescent,antigua,wingham,5290,sa,19421010,8176920
rec-410-dup-1,jordean,rya,tahmyoor,carnegie cgrescent,millbrook,6040,vic,19900903,2479030
